url,property_id,num_of_rooms,Locality_name,postal_code,price,property_type,sub_property_type,type_sale,living_area,kitchen_type,Furnished,Open_fire,Terrace,Garden,Number_of_faceds,Swimming_pool,State_of_building
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675222,8675222,2,koksijde,8670,,Appartement ,,Non public,70 m²,Geïnstalleerd,0,0,,,2,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675223,8675223,3,koksijde,8670,,Appartement ,,Non public,140 m²,Geïnstalleerd,0,0,,,,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675224,8675224,2,koksijde,8670,,Appartement ,,Non public,70 m²,Geïnstalleerd,0,0,,,,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675225,8675225,2,koksijde,8670,,Appartement ,,Non public,70 m²,Geïnstalleerd,0,0,,,2,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675226,8675226,2,koksijde,8670,,Appartement ,,Non public,70 m²,Geïnstalleerd,0,0,,,,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675227,8675227,2,koksijde,8670,,Appartement ,,Non public,70 m²,Geïnstalleerd,0,0,,,,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675228,8675228,3,koksijde,8670,,Appartement ,,Non public,140 m²,Geïnstalleerd,0,0,,,,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675229,8675229,2,koksijde,8670,,Penthouse ,,Non public,60 m²,Geïnstalleerd,0,0,,,,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/koksijde/8670/8675230,8675230,2,koksijde,8670,,Appartement ,,Non public,70 m²,Geïnstalleerd,0,0,,,2,0.0,Uitstekende staat
https://www.immoweb.be/nl/zoekertje/huis/te-koop/anzegem/8570/8678147,8678147,2,anzegem,8570,,Huis ,,Non public,250 m²,Hyper uitgerust,0,0,,,4,0.0,Net gerenoveerd
https://www.immoweb.be/nl/zoekertje/huis/te-koop/de-haan/8420/8679252,8679252,4,de-haan,8420,,Huis ,,Non public,111 m²,,0,0,,,,,Goed
